2,1987,15.6,22.8,67.8,200.4,529.4,466.4,562.9,4048.7
2,1988,26.4,80.4,76.7,245.3,574.8,861.4,771.9,3997.5
2,1989,20.8,63.6,73.9,115.7,184.4,294.7,475.9,2524.4
2,1990,8.7,24.4,111.3,344.8,495.8,827.4,952.6,3139.8
2,1991,17.2,0,8.6,21.1,360.1,971.7,1984.9,3726.4
2,1992,35.8,111.4,58.4,204.8,136.2,421.5,1113.6,8467.7
2,1993,34.5,0,0,30.1,32.3,100.4,524.4,7293.2
2,1994,66.6,310,81.5,116.3,546.6,553.8,539.5,5076.8
2,1995,0,293.6,255.5,306.4,515.7,606.4,824.4,10661.2
2,1996,30.8,61.8,205.3,209.7,138.1,254.3,260.9,5026.2
2,1997,0,0,32.18,0,96.44,368.97,803.84,2782.95
2,1998,7,22.2,29,78.7,14.4,14,206.9,5139.5
2,1999,0,0,0,0,0,532.7,927.6,2725.2
2,2000,16.2,341.2,171.4,104.7,0,33.9,162.5,1005.5
2,2001,2.38,98.25,107.37,1604.33,2383.91,4478.39,1796.86,1924.76
2,2002,23.7,0,23.7,63.1,564.3,223.3,165.6,1198
2,2003,46.8,158.3,4.8,74.2,168,72.9,236.6,2097.5
2,2004,35.3,14.9,96.5,97.6,219.7,119.8,267.9,2990.6
2,2005,0,0,0,0,34.94,134.36,321.26,5841.16
2,2006,26.88,4.64,0,31.52,346.64,441.22,557.97,1521.97
2,2007,575.32,366.44,75.73,6.11,233.43,760.4,664.63,2711.81
2,2008,0,21.72,55.55,22.96,66.4,119.5,203.81,2565.17
2,2009,0,13.34,27.83,8.6,33.92,73.23,109.87,813.33
4,1990,15,16,181,251,374,468,719,1777
4,1991,442,720,485,1109,1567,928,1559,5147
4,1992,107,343,1577,946,523,623,766,2193
4,1993,111,681,1122,1146,1361,973,471,1122
4,1994,36,29,136,417,1376,1114,994,1094
4,1995,239,1018,1226,6268,3762,2167,2956,1854
4,1996,85,593,771,1473,2998,3740,4106,6649
4,1997,15,116,361,1205,2188,3425,4605,5162
4,1998,59,173,222,849,2047,2533,3827,6400
4,1999,373,1231,2814,1536,2546,4113,2448,5197
4,2000,34,59,557,2307,1970,3382,3907,5894
4,2001,0,0,0,1054,3688,1964,1724,1964
4,2002,43,37,47,117,1567,5760,5993,4936
4,2003,843,1655,1976,2506,2097,2303,2958,6591
4,2004,586,681,428,957,3098,2624,1458,5165
4,2005,358,266,380,614,1615,1965,2738,3497
4,2006,347,105,486,510,1286,1449,1092,2860
4,2007,264,793,488,1103,1182,1783,1623,2263
4,2008,203,1082,2877,1291,4176,3833,1987,3262
4,2009,0,0,178,5709,2877,2195,2568,1206
5,1952,1475,1129,10863,8714,2479,391,0,0
5,1953,1235,945,9093,7295,2075,327,0,0
5,1954,1015,776,7468,5991,1704,269,0,0
5,1955,1469,1123,10810,8671,2467,389,0,0
5,1956,1386,1061,10207,8188,2329,367,0,0
5,1957,4082,1006,12572,9498,2697,425,0,0
5,1958,6548,1367,11628,8687,2461,388,0,0
5,1959,6469,1236,7520,5538,1564,247,0,0
5,1960,5652,1022,4555,3293,926,146,0,0
5,1961,6384,1111,3656,2578,721,114,0,0
5,1962,8751,1482,3573,2430,674,106,0,0
6,1963,12599,2089,3607,2319,635,100,0,0
6,1964,17402,2838,3342,1946,519,82,0,0
6,1965,33790,5438,3956,1835,454,72,0,893
6,1966,62681,11510,3301,733,36,2,1,973
6,1967,23990,8517,695,130,87,67,40,1060
6,1968,18085,10517,3776,661,21,25,22,1091
6,1969,79740,2860,533,257,17,0,0,1240
6,1970,53494,10849,6626,2891,1049,297,0,2554
6,1971,45546,9085,9841,2540,572,156,0,3039
6,1972,36128,2864,5303,4364,2136,824,210,3548
6,1973,27087,1461,1658,2244,3611,3531,2649,3536
6,1974,59002,5370,1544,343,13,0,0,1966
6,1975,69897,4804,1105,357,19,0,0,3529
6,1976,31870,1289,1188,821,371,40,0,2908
6,1977,62329,6072,542,193,161,68,0,4209
6,1978,67063,9661,4797,1224,132,26,89,6387
6,1979,22107,11422,3000,1166,477,94,673,2526
6,1980,48238,1723,2455,2139,1187,159,81,1555
6,1981,55027,975,625,554,398,159,6,1952
6,1982,41746,1967,1279,434,406,212,15,171
6,1983,146945,792,133,69,11,25,0,1391
6,1984,177874,6725,7187,3819,619,285,17,387
6,1985,156695,4250,1105,530,81,7,13,597
6,1986,100793,3919,790,333,41,1,19,345
6,1987,101564,2510,1479,1025,125,16,0,128
6,1988,191292,1878,1302,587,275,8,0,0
6,1989,198942,1843,792,381,96,7,2,0
6,1990,108567,2808,3747,470,11,3,4,0
6,1991,83657,3117,1619,582,322,164,68,206
6,1992,73407,1368,612,445,44,4,28,0
6,1993,223884,13700,3180,1351,182,8,0,0
6,1994,119259,6529,3542,343,5,24,22,223
6,1995,245267,4262,704,220,10,3,0,0
6,1996,389852,25533,7979,476,33,23,30,159
6,1997,196999,10919,3693,244,30,25,42,1447
6,1998,118896,20995,1099,800,528,106,19,41
6,1999,12140,10057,10592,2232,589,97,65,181
6,2000,65982,4005,5446,3196,997,1357,829,635
6,2001,122986,4894,1347,1894,1135,291,653,918
6,2002,153252,4054,1085,250,183,436,461,891
6,2003,48916,920,1617,928,167,415,1385,1386
6,2004,127284,5845,1529,683,355,106,221,1413
6,2005,191126,3449,2890,511,170,72,43,577
6,2006,58831,6766,1295,1051,472,88,64,479
7,2007,48036,17105,6208,1854,660,151,105,957
7,2008,55916,15258,2433,107,413,243,315,1123
7,2009,27233,5373,2058,3040,937,333,313,559
7,2010,22547,3648,842,273,567,113,103,216
7,2011,9074,2567,2884,1138,208,249,84,306
7,2012,1279,952,336,29,9,3,8,3
7,2013,49,421,264,190,0,99,8,74
8,2010,0,0,4,72,1833,5333,1308,970
8,2011,0,0,1,19,68,948,4466,2177
8,2012,0,0,0,12,349,364,1186,4976
8,2013,0,0,0,5,48,1201,1477,4400
